"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
c19_complications_gi_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Gastrointestinal events during the follow-up period. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply. If there were no additional GI events, please check ""No additional events"".</span></p></div>","427044009, Acute hepatic injury | 389026000, Ascites | 81060008, Bowel obstruction | 56905009, Bowel perforation | 710572000, Ileus | 48661000, Peritonitis | 53619000, Other | NONE, No additional gastrointestinal events | UNK, Unknown",,,,,,,,,,,,"Terminology: SNOMED"
c19_comp_gi_specify_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Please specify other GI events.</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[c19_complications_gi_fu(53619000)] = '1'",,,,,,
c19_complications_other_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Other events during the follow-up period. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply. If there were no additional other events, please check ""No additional events"".</span></p></div>","14669001, Acute kidney injury | 91175000, Seizures | 372070002, Gangrene | 414086009, Thrombosis, NOS | 362965005, Other | NONE, No additional events | UNK, Unknown",,,,,,,y,,,,,"Terminology: SNOMED @HIDECHOICE = '414086009'"
c19_complications_oth_specify_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Please specify other events.</p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[c19_complications_other_fu(362965005)] = '1'",,,,,,
c19_addl_treatment,followup,"COVID-19 Additional Treatment",radio,"Did the patient receive any additional treatments for COVID-19 or its sequelae?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
additional_tx_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Additional treatment comments, e.g. specific doses. Please provide further information here.</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[c19_addl_treatment] = '1'",,,,,,
covid_19_treatment_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Additional COVID-19 treatment. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","DB-15718, Bamlanivimab | Bam-Et, Bamlanivimab/Etesevimab | REGEN-COV2, Casirivimab/Imdevimab | OMOP4873974, Remdesivir | HO-45523, Systemic corticosteroids (will prompt for additional details) | B05AX03, Plasma from recovered individuals (convalescent plasma) | RXCUI-2393, Chloroquine | RXCUI-5521, Hydroxychloroquine (Plaquenil) | HO-44995, Anti-virals | ATC-J05AE08, Atazanavir | ATC-J05AR10, Lopinavir/Ritonavir | RXCUI-260101, Oseltamivir (Tamiflu) | RXCUI-18631, Azithromycin (Zithromax/Z-Pak) | ATC-C10AA, Statins | RXCUI-612865, Tocilizumab | L04AA37, Baricitinib | ATC-L04AC, Other interleukin inhibitors (will prompt for additional details) | HO-45861, JAK inhibitors (will prompt for additional details) | ATC-L04AB, TNF alpha inhibitors (will prompt for additional details) | B01A, Anticoagulation | N02BA, Aspirin | B01AC, Antiplatelet agents other than aspirin | 233573008, Extracorporeal membrane oxygenation (ECMO) | 714749008, Continuous renal replacement therapy (CRRT) | OTH, Other | UNK, Unknown | NONE, None | oth_plasma, DEPRECATED",,,,,,"[c19_addl_treatment] = '1'",,,,,,"Terminologies: ATC/HemOnc/OMOP/RxNorm/SNOMED
@HIDECHOICE='oth_plasma'"
dx_cp_interval_fu,followup,,text,"<div class=""rich-text-field-label""><p>How many days elapsed between the COVID-19 diagnosis and the <em>first</em> convalescent plasma infusion?</p> <p><span style=""font-weight: normal; color: #236fa1;"">If the patient was infused on the same day as their diagnosis, enter 0 here. If you do not know the answer, enter 9999 here.</span></p></div>",,,integer,,,,"([covid_19_trial_tx(B05AX03)] = '0' or [covid_19_trial_tx(B05AX03)] = '') and [covid_19_treatment(B05AX03)] = '0' and [covid_19_treatment_fu(B05AX03)] = '1'",,,,,,
steroid_type_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Steroid type. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","H02AB02, Dexamethasone (Decadron) | H02AB09, Hydrocortisone (Cortef) | H02AB04, Methylprednisolone (Solumedrol) | H02AB06, Prednisolone | H02AB07, Prednisone",,,,,,"[covid_19_treatment_fu(HO-45523)] = '1'",,,,,,"Terminology: ATC"
steroid_specific_fu,followup,,radio,"<div class=""rich-text-field-label""><p>Steroid dosing, in <a href=""https://hemonc.org/wiki/Steroid_conversions"" target=""_blank"" rel=""noopener"">prednisone dose equivalents</a></p> <p><span style=""font-weight: normal; color: #236fa1;"">Note: 3 mg of dexamethasone is equivalent to 20 mg of prednisone, so any dose of dexamethasone of more than 3 mg/day (21 mg/week) would be equivalant to more than 20 mg of prednisone/day.</span></p></div>","1, 20 mg/day or below [low dose] | 1a, 10 mg/day or below [low dose] | 1b, More than 10 mg/day up to 20 mg/day | 2, More than 20 mg/day but less than 1mg/kg/day | 3, Equal to or greater than 1 mg/kg/day | 99, Unknown",,,,,,"[covid_19_treatment_fu(HO-45523)] = '1'",,,,,," @HIDECHOICE='1'"
steroid_more_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Please provide more details: prednisone dose equivalents (e.g., 1 mg/kg) and duration of steroid therapy.</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[covid_19_treatment_fu(HO-45523)] = '1'",,,,,,
c19_aspirin_dose_fu,followup,,radio,"<div class=""rich-text-field-label""><p>Aspirin dosing</p></div>","262459003, Low dose (less than 200 mg/day) | 261829003, Full dose | 261665006, Unknown",,,,,,"[covid_19_treatment_fu(N02BA)] = '1'",,,,,,"Terminology: SNOMED"
c19_anticoag_type_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Which anticoagulants were used? <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","B01AA, Vitamin K antagonists (e.g., warfarin) | B01AB, Low-molecular weight heparin (e.g., enoxaparin [Lovenox]) | B01AB01, Unfractionated heparin | B01AE, Direct thrombin inhibitors (e.g., argatroban, dabigatran [Pradaxa]) | B01AF, Direct factor Xa inhibitors (e.g., apixaban [Eliquis], rivaroxaban [Xarelto]) | B01AX05, Fondaparinux | UNK, Unknown | OTH, Other",,,,,,"[covid_19_treatment_fu(B01A)] = '1'",,,,,,
c19_anticoag_type_oth_specify_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Please specify</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[c19_anticoag_type_fu(OTH)] = '1'",,,,,,
c19_anticoag_reason_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>What was the purpose of the anticoagulant treatment? <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","1, Prophylactic use (without the presence of a VTE either as an inpatient or outpatient) | 2, Therapeutic use (for known VTE or ATE history) | 2a, Therapeutic use (for known VTE diagnosis) | 2b, Therapeutic use (for known ATE diagnosis) | 2c, Therapeutic use in the absence of any thrombosis (e.g., for prevention of stroke in atrial fibrillation) | 3, For DIC during hospitalization | UNK, Unknown | OTH, Other",,,,,,"[covid_19_treatment_fu(B01A)] = '1'",,,,,," @HIDECHOICE='2'"
c19_anticoag_reason_oth_specify_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Please specify</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[c19_anticoag_reason_fu(OTH)] = '1'",,,,,,
covid_19_tx_interleukin_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Interleukin inhibitor treatment other than tocilizumab. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","L04AC03, anakinra | L04AC02, basiliximab | L04AC09, briakinumab | L04AC12, brodalumab | L04AC08, canakinumab | L04AC01, daclizumab | L04AC16, guselkumab | L04AC13, ixekizumab | L04AC04, rilonacept | L04AC18, risankizumab | L04AC14, sarilumab | L04AC10, secukinumab | L04AC11, siltuximab | L04AC15, sirukumab | L04AC17, tildrakizumab | L04AC07, DEPRECATED | L04AC05, ustekinumab",,,,,,"[covid_19_treatment_fu(ATC-L04AC)] = '1'",,,,,,"Field:ATC L04AC; Values:ATC
@HIDECHOICE='L04AC07'"
jak_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>JAK inhibitor treatment. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","L01XE18, Ruxolitinib (Jakafi) | L04AA29, Tofacitinib (Xeljanz) | RXCUI-1487006, Oclacitinib | L04AA37, Baricitinib | Peficitinib, Peficitinib | L01XE57, Fedratinib (Inrebic) | L04AA44, Upadacitinib",,,,,,"[covid_19_treatment_fu(HO-45861)] = '1'",,,,,,"Terminologies: ATC, RxNorm"
covid_19_tx_tnf_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>Tumor necrosis factor alpha (TNF-α) inhibitor treatment. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","L04AB04, Adalimumab | L04AB03, Afelimomab | L04AB05, Certolizumab pegol | L04AB01, Etanercept | L04AB06, Golimumab | L04AB02, Infliximab | L04AB07, Opinercept",,,,,,"[covid_19_treatment_fu(ATC-L04AB)] = '1'",,,,,,"Field:ATC L04AB; Values:ATC"
covid_19_treatment_trial_fu,followup,,radio,"Was any of the additional COVID-19 treatment given as part of a clinical trial?","0, No | 1, Yes | 99, Unknown",,,,,,"[c19_addl_treatment] = '1'",,,,,,
covid_19_trial_tx_fu,followup,,checkbox,"<div class=""rich-text-field-label""><p>COVID-19 clinical trial treatment. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply. If you do not know which drug(s) were given on clinical trial, please check ""Unknown"". If you are not able to disclose drug names due to institutional restrictions, please check ""Other"".</span></p></div>","DB-15718, Bamlanivimab | Bam-Et, Bamlanivimab/Etesevimab | REGEN-COV2, Casirivimab/Imdevimab | RXCUI-2393, Chloroquine | RXCUI-5521, Hydroxychloroquine (Plaquenil) | HO-44995, Anti-virals | ATC-J05AE08, Atazanavir | ATC-J05AR10, Lopinavir/Ritonavir | RXCUI-260101, Oseltamivir (Tamiflu) | OMOP4873974, Remdesivir | RXCUI-18631, Azithromycin (Zithromax/Z-Pak) | HO-45523, Systemic corticosteroids | ATC-C10AA, Statins | L04AC03, anakinra | L04AA37, Baricitinib | L04AC02, basiliximab | L04AC09, briakinumab | L04AC12, brodalumab | L04AC08, canakinumab | L04AC01, daclizumab | L04AC16, guselkumab | L04AC13, ixekizumab | L04AC04, rilonacept | L04AC18, risankizumab | L04AC14, sarilumab | L04AC10, secukinumab | L04AC11, siltuximab | L04AC15, sirukumab | L04AC17, tildrakizumab | L04AC07, tocilizumab | L04AC05, ustekinumab | L04AB04, adalimumab | L04AB03, afelimomab | L04AB05, certolizumab pegol | L04AB01, etanercept | L04AB06, golimumab | L04AB02, infliximab | L04AB07, opinercept | OTH-plasma, Plasma from recovered individuals (convalescent plasma) | B05AX03, Plasma from recovered individuals (convalescent plasma) | OTH, Other | UNK, Unknown",,,,,,"[covid_19_treatment_trial_fu] = '1'",y,,,,,"Terminologies: ATC/HemOnc/OMOP/RxNorm @HIDECHOICE = 'OTH-plasma'"
dx_cp_interval_fu_2,followup,,text,"<div class=""rich-text-field-label""><p>How many days elapsed between the COVID-19 diagnosis and the <em>first</em> convalescent plasma infusion?</p> <p><span style=""font-weight: normal; color: #236fa1;"">If the patient was infused on the same day as their diagnosis, enter 0 here. If you do not know the answer, enter 9999 here.</span></p></div>",,,integer,,,,"([covid_19_trial_tx(B05AX03)] = '0' or [covid_19_trial_tx(B05AX03)] = '') and [covid_19_treatment(B05AX03)] = '0' and [covid_19_treatment_fu(B05AX03)] = '0' and [covid_19_trial_tx_fu(B05AX03)] = '1'",,,,,,
covid_19_trial_more_fu,followup,,notes,"<div class=""rich-text-field-label""><p>Please specify. <span style=""font-weight: normal; color: #236fa1;"">(Note: some institutions have restrictions on sharing of this information, please check with your institutional official if you have any questions.)</span></p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[covid_19_trial_tx_fu(OTH)] = '1'",,,,,,
